fname,highway,countryside,city
data\tifu7c5go35fgvdjg8fdny\3313448305548332.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\336155541237235.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\339118617777607.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\768027037163786.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\218691983396378.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\514413923327395.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\967542570685249.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\579112936565327.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\558425562262898.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\3833126743479389.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\174976957776495.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\2997274160504371.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1119095358566509.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\469287200830032.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\822949351988415.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\228961951951406.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\1486820134999147.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\159143822849575.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\341519473981554.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\384199682907743.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\228779275288610.jpg, 0, 1, 0
data\tifu7c5go35fgvdjg8fdny\2953685708284089.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\368518767865448.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\500188971124802.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\411569223723720.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\3476251229141742.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\789969418312959.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\363822361724305.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\139765278123032.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\217258076447942.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\459762211950925.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\159020412815237.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\456517828742860.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\1424167544601821.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\759968728054074.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\2537411166563659.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\1336561333390188.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\2836036843278100.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\143329184467679.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\894802714585404.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\510618499977226.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\135995211843744.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\4056596651063102.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\470563630827357.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\758591365030900.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\752171295480615.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\1558888387648472.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\1172256279912886.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\310986250643992.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\775010696362358.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\757227478152999.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\112078107591778.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\2647103372248783.jpg, 0, 1, 0
data\dcil2wnmr7nw0shujub39z\532676701230628.jpg, 0, 1, 0
data\a948ivpjokb0t7jf7i8twa\1435932683406720.jpg, 0, 1, 0
data\a948ivpjokb0t7jf7i8twa\263347775485887.jpg, 0, 1, 0
data\a948ivpjokb0t7jf7i8twa\301900841343342.jpg, 0, 1, 0
data\a948ivpjokb0t7jf7i8twa\468617911056270.jpg, 0, 1, 0
data\a948ivpjokb0t7jf7i8twa\286036626523720.jpg, 0, 1, 0
data\a948ivpjokb0t7jf7i8twa\980964862706213.jpg, 0, 1, 0
data\a948ivpjokb0t7jf7i8twa\167720508482811.jpg, 0, 1, 0
data\a948ivpjokb0t7jf7i8twa\308793497628078.jpg, 0, 1, 0
data\a948ivpjokb0t7jf7i8twa\1178286842592482.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\794946228117767.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1609238002614339.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\4024239361004000.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\288439216206327.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\172251134676814.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\486326552566417.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\191801989452502.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\310830843782283.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\172149661350535.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\752005678808671.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\294520792144100.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\598686078199541.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\821385382091948.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\4585664974793611.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\203093628069706.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\163263878939359.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\457396688697098.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\3928311153943614.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\294700335560610.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\247764173595983.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\308077864035516.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\491083105425312.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1188268844977235.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\483362399574631.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\213765616844029.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\208892251040152.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1408426716157376.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\838450900099635.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\526909064980325.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\146224520843773.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\296889378661947.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1376041732772797.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\294966852218966.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\482143926547767.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\213752130198843.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\2769509986692703.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\453632259062634.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\193264562487257.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\2836644603240495.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\3956887577698846.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\938079747021438.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\833657927248933.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\477565206727002.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\916738255843269.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\807778636818108.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\287787292820947.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\834771487395673.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\834771487395673.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\834771487395673.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\136971731673959.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\293714692363648.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\864177017646237.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\238130904759005.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1211774122650601.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\772738970051601.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\554538082184888.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\471901130681479.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\2955741727981812.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\468589811025469.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\313131106870459.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\479064369978685.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1064665870691058.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\308483863998056.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\2818924341700697.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\484230336353696.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\311816813831050.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\308163067365068.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\2764106923901300.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\176637037662394.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\2778940575691779.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\462422545024924.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\455249892210141.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\486316612787790.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\805745947038085.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\308581864010675.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\3062436140651300.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\447941326309098.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\465171707924734.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\454616162504463.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\528343904993172.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\230725478850810.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\294224229014827.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\468060874410546.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1591121667749037.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\844714329456348.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\469584084150803.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1595587553983628.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\3869091693168726.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\893768811404245.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1849091475272300.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\886333312216043.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\486044126143010.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\168994255135237.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\148210450590486.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\561545008567332.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\428163091634605.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\202015375062255.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\775545439999890.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\213271337227580.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\825367765041814.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1354773481548134.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\168359168521979.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\513991982951407.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\319185849582399.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\476594746723406.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\315316983488112.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\3848509521911578.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\782964569003824.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\189635986326983.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\153096876817143.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\516414429551340.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\656849648459998.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\4174274025939129.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\159193709366867.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\307563124302050.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\329444095184917.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\3685794418198038.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\565105164460446.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\793251311614122.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\2979112552349041.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\511714446877879.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1633339530185261.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\804156996974138.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\894936347962664.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\956006721829505.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1412784899073980.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1174043186373498.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1172672233175334.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\465194994797362.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\296398885261107.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\302951451419707.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\774078529972331.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\3722302791232387.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\458397375465460.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\752221158772996.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\762292087806366.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\200516265021894.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\957613255048247.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\298474645169929.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\195287135761357.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\3869767166441521.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\604175960539136.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\376855366855704.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\496694168175996.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\922393338613510.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\4364563510234072.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\308832537413207.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\3755241297935547.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\300595865069555.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\150960720365462.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\872312290165871.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\190571519430930.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1147109432429398.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\480422839939167.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\2931307703805504.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\215564989944978.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\3819935581461559.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\202871898088163.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1408851509469000.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\362344211886636.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1194554644307758.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\456778118740753.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\808521589794952.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\741515966532004.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\640207586846650.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\488580555596389.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\146634557411845.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\155329123106177.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\457653588792383.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\147004580708103.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\511317506911675.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1393587084373264.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\482724649558760.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\377246533484403.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\188398829776881.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\145823127504148.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\426548075452402.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\137561735012290.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\240167824465134.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\2917361015212706.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\482546063013695.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\911604586084318.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\3975568085837510.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\515560136134476.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\226990409180802.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\500390194332270.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\2177999682336967.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\820343745234168.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\291518979218623.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\958349904980811.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\294309352133771.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1146490992533989.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\2801554433490656.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\2979277718974841.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\165972252090658.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\217285113494696.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\165856965429024.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1103405016802483.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1070614790099897.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\233935845155838.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\300708888111491.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1752685988233231.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\822135528734539.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\232121762024478.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\233699925181365.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\759157338042416.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\340086977470825.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\314423266779947.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\503899430790781.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\755726355334552.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\890974651462035.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1444232955936741.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\146642714014926.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\323865259297012.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\392550258399391.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\3773831042715956.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1625862554468781.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\312136373680266.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1347235358991103.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\213619740194241.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\481063160010249.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\899876644125201.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1834091683423547.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1170315376727872.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\218528836278392.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\467264211145134.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\169077165109409.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\2916584141963603.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\209625383996888.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\594835001474839.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\161342579145480.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\469298840953510.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\489293562313209.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\2513006688994790.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1127609730996397.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\277173107454133.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\874816886401172.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\2916068042016086.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\4142714429092729.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\206887007908134.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\304649397930494.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\293660802229691.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1105703566607074.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\296280235471131.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\772135550340948.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\306651304403785.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\126953012757162.jpg, 0, 0, 1
data\0p5ga2cjmbylio0u771zjn\255656642959095.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\167360145182313.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1127912317714608.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\284362086492087.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\234631461770344.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1219235208532463.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\264392842046050.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\214380976776543.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1384295698571744.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\489031079004143.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\213648850197915.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\940055453201577.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\782108562437082.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\221405936419003.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\235618098356376.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\380513646436257.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\190390066243124.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\149149373825068.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\508796786810453.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\134804511994034.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1543521835987934.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\151325843612685.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\151325843612685.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\2790941621170969.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\523140365508604.jpg, 0, 0, 1
data\0p5ga2cjmbylio0u771zjn\954577675300491.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\167948431997305.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\209580654012418.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\167215938536920.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\282098710180929.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\467268221215448.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1490146247983003.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\157674272950033.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\2557772271185563.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\480043856478849.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\767701617265606.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\1715301165309405.jpg, 0, 1, 0
data\0p5ga2cjmbylio0u771zjn\224660462789660.jpg, 0, 1, 0
